"action","boro","inspection_date","cuisine_description","dba","score","street","violation_description","zipcode","grade","lon"
NA,"MANHATTAN",2017-03-21,"Italian","IL VIOLINO",25,"COLUMBUS AVE","Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.",10023,NA,NA
NA,"MANHATTAN",2017-03-21,"Italian","CIBO E VINO",12,"BROADWAY","Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",10024,"A",NA
NA,"MANHATTAN",2017-03-21,"Italian","BELLA LUNA",24,"COLUMBUS AVE","Hot food item not held at or above 140Âº F.",10024,NA,NA
NA,"MANHATTAN",2017-03-21,"Ice Cream, Gelato, Yogurt, Ices","TASTI D-LITE",13,"AMSTERDAM AVE","Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",10024,NA,NA
NA,"MANHATTAN",2017-03-21,"American","HARLEM FOOD COURT",61,"W 116TH ST","Hot food item not held at or above 140Âº F.",10026,NA,NA
NA,"MANHATTAN",2017-03-21,"Chicken","TEXAS FRIED CHICKEN",15,"8TH AVE","No facilities available to wash, rinse and sanitize utensils and/or equipment.",10026,NA,NA
NA,"MANHATTAN",2017-03-21,"American","CAFE AMRITA",7,"WEST  110 STREET","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",10026,"A",NA
NA,"MANHATTAN",2017-03-21,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)","EL GRAN VALLE IV RESTAURANT",34,"AMSTERDAM AVE","Evidence of mice or live mice present in facility's food and/or non-food areas.",10032,NA,NA
NA,"MANHATTAN",2017-03-21,"Spanish","EL CAPRI RESTAURANT",45,"ST NICHOLAS AVENUE","Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.",10033,NA,NA
NA,"MANHATTAN",2017-03-21,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)","EL LINA RESTAURANT",19,"WEST  207 STREET","Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.",10034,NA,NA
NA,"MANHATTAN",2017-03-21,"American","ADELLA",22,"W 43RD ST","Hand washing facility not provided in or near food preparation area and toilet room. Hot and cold running water at adequate pressure to enable cleanliness of employees not provided at facility. Soap and an acceptable hand-drying device not provided.",10036,NA,NA
NA,"MANHATTAN",2017-03-21,"American","DIANNE & ELISABETH",5,"10TH AVE","Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",10036,"A",NA
NA,"MANHATTAN",2017-03-21,"Chinese","YONG SHENG RESTAURANT",11,"8 AVENUE","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",10039,"A",NA
NA,"MANHATTAN",2017-03-21,"Chicken","KENNEDY CHICKEN & BISCUIT",5,"W 145TH ST","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",10039,"A",NA
NA,"BRONX",2017-03-21,"Spanish","El Crucero Restaurant & Grill",7,"EAST  138 STREET","Food not cooled by an approved method whereby the internal product temperature is reduced from 140Âº F to 70Âº F or less within 2 hours, and from 70Âº F to 41Âº F or less within 4 additional hours.",10454,NA,NA
NA,"BRONX",2017-03-21,"American","MOTT HAVEN BAR & GRILL",32,"3RD AVE","Evidence of mice or live mice present in facility's food and/or non-food areas.",10454,NA,NA
NA,"BRONX",2017-03-21,"Chinese","CHAN'S KITCHEN",16,"E 167TH ST","Hot food item not held at or above 140Âº F.",10459,NA,NA
NA,"BRONX",2017-03-21,"CafÃ©/Coffee/Tea","PORTOFINO CAFE",21,"WILLIAMSBRIDGE ROAD","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",10461,NA,NA
NA,"BRONX",2017-03-21,"Pizza/Italian","NAPOLITANA PIZZA",22,"WILLIAMSBRIDGE RD","Evidence of mice or live mice present in facility's food and/or non-food areas.",10461,NA,NA
NA,"BRONX",2017-03-21,"Caribbean","COCONUT PALM BAR AND GRILL",13,"WESTCHESTER AVENUE","Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.",10461,"A",NA
NA,"BRONX",2017-03-21,"Bakery","NATIONAL BAKERY",11,"WESTCHESTER AVENUE","Evidence of mice or live mice present in facility's food and/or non-food areas.",10472,NA,NA
NA,"BRONX",2017-03-21,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)","WILLIE'S STEAK HOUSE",16,"WESTCHESTER AVENUE","''''Wash hands sign not posted at hand wash facility.",10472,NA,NA
NA,"BRONX",2017-03-21,"Pizza","JO JO PIZZA",12,"WESTCHESTER AVENUE","Evidence of mice or live mice present in facility's food and/or non-food areas.",10472,NA,NA
NA,"BRONX",2017-03-21,"American","BURGER HUT",12,"WESTCHESTER AVENUE","Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",10472,"A",NA
NA,"BRONX",2017-03-21,"Pizza","MARKET PLACE PIZZA",25,"HUNTS POINT","Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.",10474,NA,NA
NA,"BRONX",2017-03-21,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)","MILLY'S CORNER RESTAURANT AND BAR",14,"LONGWOOD AVE","Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",10474,NA,NA
NA,"QUEENS",2017-03-21,"Mexican","EL MERO MERO",2,"38TH ST","Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.",11101,NA,NA
NA,"BROOKLYN",2017-03-21,"Spanish","LEYENDA",28,"SMITH ST","Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",11201,NA,NA
NA,"BROOKLYN",2017-03-21,"American","PAPER RAIN",53,"ATLANTIC AVE","Food Protection Certificate not held by supervisor of food operations.",11207,NA,NA
NA,"BROOKLYN",2017-03-21,"Bakery","FORTUNATO BROS CAFE & BAKERY",19,"MANHATTAN AVENUE","Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.",11211,NA,NA
NA,"BROOKLYN",2017-03-21,"Chinese","RICKY'S HARDEE",21,"MOTHER GASTON BLVD","Evidence of mice or live mice present in facility's food and/or non-food areas.",11212,NA,NA
NA,"BROOKLYN",2017-03-21,"Pizza","BELLA PIZZA",17,"PITKIN AVE","Pesticide use not in accordance with label or applicable laws. Prohibited chemical used/stored. Open bait station used.",11212,NA,NA
NA,"BROOKLYN",2017-03-21,"Caribbean","IRIE CARIBBEAN KITCHEN & BAKERY",35,"UTICA AVE","Evidence of mice or live mice present in facility's food and/or non-food areas.",11213,NA,NA
NA,"BROOKLYN",2017-03-21,"Asian","TEN ICHI RAMEN",3,"7TH AVE","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",11215,"A",NA
NA,"BROOKLYN",2017-03-21,"Japanese","SUSHI YU",13,"PROSPECT PARK W","Live roaches present in facility's food and/or non-food areas.",11215,NA,NA
NA,"BROOKLYN",2017-03-21,"American","THE CORNERS",8,"NOSTRAND AVE","Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",11216,NA,NA
NA,"BROOKLYN",2017-03-21,"Thai","NAHM THAI KITCHEN",13,"5 AVE","Pesticide use not in accordance with label or applicable laws. Prohibited chemical used/stored. Open bait station used.",11217,"A",NA
NA,"BROOKLYN",2017-03-21,"Caribbean","PATTY PLUS BAKERY & RESTAURANT",13,"LIVINGSTON STREET","Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.",11217,"A",NA
NA,"BROOKLYN",2017-03-21,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)","BOGOTA LATIN BISTRO",29,"5 AVENUE","Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.",11217,NA,NA
NA,"BROOKLYN",2017-03-21,"American","ABIGAEL'S BROOKLYN",10,"ATLANTIC AVENUE","Food from unapproved or unknown source or home canned. Reduced oxygen packaged (ROP) fish not frozen before processing; or ROP foods prepared on premises transported to another site.",11217,"A",NA
NA,"BROOKLYN",2017-03-21,"American","NORTH CLUB LOUNGE",2,"ATLANTIC AVENUE","Food contact surface not properly maintained.",11217,"A",NA
NA,"BROOKLYN",2017-03-21,"Jewish/Kosher","DAVID'S K DELI",0,"ATLANTIC AVENUE",NA,11217,"A",NA
NA,"BROOKLYN",2017-03-21,"Bottled beverages, including water, sodas, juices, etc.","AMERICAN EXPRESS CENTURION LOUNGE",5,"ATLANTIC AVENUE","Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",11217,"A",NA
NA,"BROOKLYN",2017-03-21,"Chinese","WIN XIN RESTAURANT",5,"14TH AVE","Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",11219,NA,NA
NA,"BROOKLYN",2017-03-21,"Pizza","BENNY'S FAMOUS PIZZA",0,"13 AVENUE",NA,11219,"A",NA
NA,"BROOKLYN",2017-03-21,"Pizza","ITALIA PIZZA",9,"KINGS HIGHWAY","Hot food item not held at or above 140Âº F.",11223,NA,NA
NA,"BROOKLYN",2017-03-21,"Chinese","SPRING BAKERY",24,"AVENUE U","Hand washing facility not provided in or near food preparation area and toilet room. Hot and cold running water at adequate pressure to enable cleanliness of employees not provided at facility. Soap and an acceptable hand-drying device not provided.",11229,NA,NA
NA,"BROOKLYN",2017-03-21,"American","LUNATICO",12,"HALSEY ST","Evidence of mice or live mice present in facility's food and/or non-food areas.",11233,NA,NA
NA,"QUEENS",2017-03-21,"Korean","WONJO SOON TOFU",20,"39TH AVE","Hot food item not held at or above 140Âº F.",11354,NA,NA
NA,"QUEENS",2017-03-21,"Chinese","LEAF ROOFTOP LOUNGE",17,"39TH AVE","Food not cooled by an approved method whereby the internal product temperature is reduced from 140Âº F to 70Âº F or less within 2 hours, and from 70Âº F to 41Âº F or less within 4 additional hours.",11354,NA,NA
NA,"QUEENS",2017-03-21,"Korean","HAN JOO BBQ CYCJ",29,"149TH PL","Evidence of mice or live mice present in facility's food and/or non-food areas.",11355,NA,NA
NA,"QUEENS",2017-03-21,"Chinese","GOLDEN CORNER NOODLES",17,"COLLEGE POINT BOULEVARD","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",11355,NA,NA
NA,"QUEENS",2017-03-21,"Chinese","SUPER STAR KTV",16,"SANFORD AVE","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",11355,NA,NA
NA,"QUEENS",2017-03-21,"Korean","NEW YORK SEOLNONGTANG",26,"41ST AVE","Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",11355,NA,NA
NA,"QUEENS",2017-03-21,"Chinese","MISS LI",2,"MAIN ST","Proper sanitization not provided for utensil ware washing operation.",11355,NA,NA
NA,"QUEENS",2017-03-21,"Korean","HANSOL NUTRITION CENTER",23,"NORTHERN BOULEVARD","Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.",11358,NA,NA
NA,"QUEENS",2017-03-21,"Korean","GA HWA KOREAN RESTAURANT",5,"NORTHERN BOULEVARD","Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",11358,"A",NA
NA,"QUEENS",2017-03-21,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)","RANCHO MOFONGO",15,"NORTHERN BLVD","Thawing procedures improper.",11368,NA,NA
NA,"QUEENS",2017-03-21,"Pizza","LEFRAK PIZZA",7,"57 AVENUE","Proper sanitization not provided for utensil ware washing operation.",11368,"A",NA
NA,"QUEENS",2017-03-21,"Spanish","ORGANIC FOOD, NATURAL JUICES AND COFFEE SHOP",5,"ROOSEVELT AVE","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",11368,"A",NA
NA,"QUEENS",2017-03-21,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)","ESTRELLO LATINA RESTAURANT",5,"104TH ST","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",11368,NA,NA
NA,"QUEENS",2017-03-21,"Spanish","EL MALECON RESTAURANT",11,"NORTHERN BLVD","Food contact surface not properly maintained.",11368,"A",NA
NA,"QUEENS",2017-03-21,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)","LOS TRES LAURELES",8,"108TH ST","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",11368,"A",NA
NA,"QUEENS",2017-03-21,"Mexican","TAQUERIA JUAREZ RESTAURANT",9,"43RD AVE","Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",11373,"A",NA
NA,"QUEENS",2017-03-21,"Pizza","HARBOR PIZZA",11,"DRY HARBOR ROAD","Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.",11379,"A",NA
NA,"QUEENS",2017-03-21,"Italian","BUON GELATO",28,"ELIOT AVENUE","Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",11379,NA,NA
NA,"QUEENS",2017-03-21,"American","THE CLUBHOUSE",10,"FRESH POND ROAD","Evidence of mice or live mice present in facility's food and/or non-food areas.",11379,"A",NA
NA,"QUEENS",2017-03-21,"Indian","SOHNA PUNJAB",31,"ATLANTIC AVENUE","Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.",11419,NA,NA
NA,"QUEENS",2017-03-21,"Spanish","GIRASOLE RESTAURANT",12,"LIBERTY AVE","Evidence of mice or live mice present in facility's food and/or non-food areas.",11419,"A",NA
NA,"QUEENS",2017-03-21,"Indian","ORIGINAL HAZI BIRYANI",19,"HILLSIDE AVE","Evidence of mice or live mice present in facility's food and/or non-food areas.",11432,"B",NA
NA,"QUEENS",2017-03-21,"American","LESSINGS @ QUEENS CENTER FOR PROGRESS",12,"164TH ST","Canned food product observed dented and not segregated from other consumable food items.",11432,"A",NA
NA,"QUEENS",2017-03-21,"American","AIR BAR, NY DELI, TIM HORTONS",10,"SUTPHIN BOULEVARD","Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.",11435,"A",NA
NA,"MANHATTAN",2017-03-22,"Delicatessen","CORTE CAFE",60,"LAFAYETTE STREET","Hot food item not held at or above 140Âº F.",10007,NA,NA
NA,"MANHATTAN",2017-03-22,"Juice, Smoothies, Fruit Salads","JUICE GENERATION",2,"EAST 23RD STREET","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",10010,"A",NA
NA,"MANHATTAN",2017-03-22,"Italian","KEN & COOK",22,"KENMARE STREET","Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.",10012,NA,NA
NA,"MANHATTAN",2017-03-22,"Peruvian","PANCA",18,"7 AVENUE SOUTH","Evidence of mice or live mice present in facility's food and/or non-food areas.",10014,NA,NA
NA,"MANHATTAN",2017-03-22,"American","WHISKEY REBEL",15,"LEXINGTON AVENUE","Food Protection Certificate not held by supervisor of food operations.",10016,NA,NA
NA,"MANHATTAN",2017-03-22,"American","HOTEL GRAND UNION",7,"E 32ND ST","Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",10016,NA,NA
NA,"MANHATTAN",2017-03-22,"Sandwiches/Salads/Mixed Buffet","DANISH GOURMET GRILL",9,"2ND AVE","Proper sanitization not provided for utensil ware washing operation.",10016,"A",NA
NA,"MANHATTAN",2017-03-22,"Mexican","DOS CAMINOS",6,"PARK AVENUE SOUTH","Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.",10016,"A",NA
NA,"MANHATTAN",2017-03-22,"American","COSI",12,"PARK AVENUE SOUTH","Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.",10016,"A",NA
NA,"MANHATTAN",2017-03-22,"Mexican","BLOCKHEAD'S BURRITOS",7,"3 AVENUE","Wiping cloths soiled or not stored in sanitizing solution.",10016,NA,NA
NA,"MANHATTAN",2017-03-22,"American","THE ARCHIVE",19,"EAST   36 STREET","Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.",10016,NA,NA
NA,"MANHATTAN",2017-03-22,"Asian","SACHI ASIAN THAI",7,"2ND AVE","Hot food item not held at or above 140Âº F.",10016,NA,NA
NA,"MANHATTAN",2017-03-22,"CafÃ©/Coffee/Tea","CULTURE 307",24,"W 38TH ST","Proper sanitization not provided for utensil ware washing operation.",10018,NA,NA
NA,"MANHATTAN",2017-03-22,"American","ITAVOLO",15,"3RD AVE","No facilities available to wash, rinse and sanitize utensils and/or equipment.",10022,NA,NA
NA,"MANHATTAN",2017-03-22,"American","CRAVE FISH BAR",20,"AMSTERDAM AVE","Hot food item not held at or above 140Âº F.",10024,NA,NA
NA,"MANHATTAN",2017-03-22,"Japanese","JIN RAMEN UWS",25,"AMSTERDAM AVE","Hot food item not held at or above 140Âº F.",10024,NA,NA
NA,"MANHATTAN",2017-03-22,"Italian","CELESTE",25,"AMSTERDAM AVENUE","Food not cooled by an approved method whereby the internal product temperature is reduced from 140Âº F to 70Âº F or less within 2 hours, and from 70Âº F to 41Âº F or less within 4 additional hours.",10024,NA,NA
NA,"MANHATTAN",2017-03-22,"Sandwiches","SCOOZI",7,"W 83RD ST","Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.",10024,"A",NA
NA,"MANHATTAN",2017-03-22,"American","PEACE FOOD CAFE",10,"AMSTERDAM AVENUE","Food Protection Certificate not held by supervisor of food operations.",10024,NA,NA
NA,"MANHATTAN",2017-03-22,"American","SUGAR AND PLUMM",33,"AMSTERDAM AVENUE","Evidence of mice or live mice present in facility's food and/or non-food areas.",10024,NA,NA
NA,"MANHATTAN",2017-03-22,"African","KEUR COUMBA RESTAURANT",9,"WEST  116 STREET","Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.",10026,"A",NA
NA,"MANHATTAN",2017-03-22,"Chinese","PEKING KITCHEN II",12,"8 AVENUE","Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",10026,"A",NA
NA,"MANHATTAN",2017-03-22,"Chicken","MAMA'S FRIED CHICKEN",9,"8 AVENUE","Evidence of mice or live mice present in facility's food and/or non-food areas.",10026,NA,NA
NA,"MANHATTAN",2017-03-22,"Japanese","KOBEYAKI",10,"E 86TH ST","Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",10028,NA,NA
NA,"MANHATTAN",2017-03-22,"Tex-Mex","BLOCKHEADS BURRITOS",19,"2 AVENUE","Food from unapproved or unknown source or home canned. Reduced oxygen packaged (ROP) fish not frozen before processing; or ROP foods prepared on premises transported to another site.",10028,NA,NA
NA,"MANHATTAN",2017-03-22,"American","KINGS CARRIAGE HOUSE",7,"EAST   82 STREET","Thawing procedures improper.",10028,NA,NA
NA,"MANHATTAN",2017-03-22,"Bagels/Pretzels","HOT & CRUSTY BAGELS CAFE",12,"LEXINGTON AVENUE","Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.",10028,NA,NA
NA,"MANHATTAN",2017-03-22,"Chinese","NEW FA SHING CHINESE RESTAURANT",9,"3RD AVE","Evidence of mice or live mice present in facility's food and/or non-food areas.",10029,"A",NA
NA,"MANHATTAN",2017-03-22,"Mexican","R & J LOUNGE",22,"E 116TH ST","Live roaches present in facility's food and/or non-food areas.",10029,NA,NA
NA,"MANHATTAN",2017-03-22,"Mexican","Cascalote Latin Bistro",5,"2ND AVENUE","Tobacco use, eating, or drinking from open container in food preparation, food storage or dishwashing area observed.",10029,"A",NA
NA,"MANHATTAN",2017-03-22,"American","M & M BAR & GRILL",17,"ST NICHOLAS AVENUE","Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",10032,NA,NA
NA,"MANHATTAN",2017-03-22,"American","WALTER KERR THEATRE",37,"WEST   48 STREET","No facilities available to wash, rinse and sanitize utensils and/or equipment.",10036,NA,NA
NA,"MANHATTAN",2017-03-22,"American","LATITUDE BAR & GRILL",13,"8 AVENUE","Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.",10036,"A",NA
NA,"MANHATTAN",2017-03-22,"American","HAVEN ROOFTOP / SANCTUARY HOTEL",13,"W 47TH ST","Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",10036,"A",NA
NA,"MANHATTAN",2017-03-22,"Brazilian","BRAZIL BRAZIL RESTUARANT",10,"WEST 46 STREET","Toilet facility not maintained and provided with toilet paper, waste receptacle and self-closing door.",10036,"A",NA
NA,"MANHATTAN",2017-03-22,"Thai","BANGKOK HOUSE",4,"WEST   46 STREET","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",10036,"A",NA
NA,"MANHATTAN",2017-03-22,"Delicatessen","PLAZA DELI",26,"JOHN STREET","Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",10038,NA,NA
NA,"MANHATTAN",2017-03-22,"American","ALICES TEA CUP CHAPTER 2",47,"EAST   64 STREET","Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.",10065,NA,NA
NA,"MANHATTAN",2017-03-22,"American","O'FLANAGAN'S",10,"1 AVENUE","Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",10065,"A",NA
NA,"STATEN ISLAND",2017-03-22,"American","STEINY'S PUB",4,"HYATT STREET","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",10301,"A",NA
NA,"STATEN ISLAND",2017-03-22,"Pizza/Italian","DENINO'S PIZZERIA TAVERN",27,"PORT RICHMOND AVENUE","Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",10302,NA,NA
NA,"STATEN ISLAND",2017-03-22,"Mexican","EL LOBITO LOCO",9,"HEBERTON AVE","Lighting inadequate; permanent lighting not provided in food preparation areas, ware washing areas, and storage rooms.",10302,"A",NA
NA,"STATEN ISLAND",2017-03-22,"Hotdogs","JOHN'S FAMOUS DELI",15,"INNIS STREET","Hot food item not held at or above 140Âº F.",10302,NA,NA
NA,"STATEN ISLAND",2017-03-22,"Pizza/Italian","BROTHER PIZZA",12,"PORT RICHMOND AVE","Toxic chemical improperly labeled, stored or used such that food contamination may occur.",10302,"A",NA
NA,"STATEN ISLAND",2017-03-22,"Spanish","GOODY'S SPANISH FOOD",6,"PORT RICHMOND AVENUE","Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",10302,"A",NA
NA,"STATEN ISLAND",2017-03-22,"Pizza/Italian","PAULIE'S PIZZERIA",20,"BAY ST","Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.",10304,NA,NA
NA,"STATEN ISLAND",2017-03-22,"American","TRACKSIDE BAR & GRILL",8,"NEW DORP PLZ N","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",10306,NA,NA
NA,"STATEN ISLAND",2017-03-22,"Italian","LA PINELA",73,"DONGAN ST","Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",10310,NA,NA
NA,"STATEN ISLAND",2017-03-22,"Chinese","JADE ISLAND RESTAURANT",19,"RICHMOND AVENUE","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",10314,NA,NA
NA,"STATEN ISLAND",2017-03-22,"Pizza","PI PIZZERIA",22,"JEWETT AVE","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",10314,NA,NA
NA,"STATEN ISLAND",2017-03-22,"American","GINO'S VILLA MONTE",13,"RICHMOND AVENUE","Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",10314,"A",NA
NA,"BRONX",2017-03-22,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)","DON EMILIO DINER RESTAURANT",13,"CASTLE HILL AVE","Personal cleanliness inadequate. Outer garment soiled with possible contaminant.  Effective hair restraint not worn in an area where food is prepared.",10462,"A",NA
NA,"BRONX",2017-03-22,"Asian","LIN'S GARDEN RESTAURANT",20,"BRONXDALE AVE","Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",10462,NA,NA
NA,"BRONX",2017-03-22,"Seafood","PARKCHESTER FISH & CHIPS",3,"ARCHER STREET","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",10462,"A",NA
NA,"BRONX",2017-03-22,"Spanish","CANOA",9,"CASTLE HILL AVE","Pesticide use not in accordance with label or applicable laws. Prohibited chemical used/stored. Open bait station used.",10462,"A",NA
NA,"BRONX",2017-03-22,"Pizza/Italian","GIOVANNI'S",21,"W FORDHAM RD","Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.",10468,NA,NA
NA,"BRONX",2017-03-22,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)","EL BUEN AMBIENTE",9,"EAST  198 STREET","Live roaches present in facility's food and/or non-food areas.",10468,NA,NA
NA,"BRONX",2017-03-22,"Irish","SHEAS EMERALD",14,"JEROME AVENUE","Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.",10468,NA,NA
